"Commodity-wise, Market-wise Daily Report on : 08/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Kadur,16,Tonnes,NR,Same/Savi Local,2425,2425,2425,Rs/Quintal
Madhya Pradesh,,,,,,,,
Mandla,4.13,Tonnes,NR,Other,2400,2400,2400,Rs/Quintal
T.V. Cumbu,,,,,,,,
Tamil Nadu,,,,,,,,
Gingee,0.2,Tonnes,NR,Other,1604,2019,1812,Rs/Quintal
Kallakurichi,0.1,Tonnes,NR,Other,1599,1599,1599,Rs/Quintal
Kilpennathur,0.7,Tonnes,NR,T.V. Cumbu,1589,1857,1723,Rs/Quintal
Panruti,0.25,Tonnes,NR,Other,1809,1862,1850,Rs/Quintal
Sangarapuram,0.1,Tonnes,NR,Other,1669,1669,1669,Rs/Quintal
Thiryagadurgam,0.5,Tonnes,NR,Other,1610,1755,1719,Rs/Quintal
Tindivanam,0.1,Tonnes,NR,Other,1762,1762,1762,Rs/Quintal
Ulundurpettai,6,Tonnes,NR,Other,1869,1881,1875,Rs/Quintal
Vellore,0.07,Tonnes,NR,Other,2100,2120,2110,Rs/Quintal
Villupuram,0.2,Tonnes,NR,Other,1849,1857,1852,Rs/Quintal
Virudhachalam,1,Tonnes,NR,Other,1816,1889,1850,Rs/Quintal
Wheat,,,,,,,,
Chattisgarh,,,,,,,,
Bhatapara,1.6,Tonnes,NR,Local,1851,1980,1949,Rs/Quintal
Manendragarh,16.4,Tonnes,NR,Deshi,1862,2407,2407,Rs/Quintal
Rajnandgaon,0.9,Tonnes,NR,Deshi,1900,2051,2051,Rs/Quintal
Gujarat,,,,,,,,
Amreli,8.5,Tonnes,NR,Lokwan,1750,2355,2175,Rs/Quintal
,,,NR,Rajasthan Tukdi,1995,2220,2170,Rs/Quintal
Bagasara,5,Tonnes,NR,Lokwan Gujrat,2105,2390,2247,Rs/Quintal
Becharaji,0.2,Tonnes,NR,Other,1950,1975,1962,Rs/Quintal
Bhesan,10,Tonnes,NR,Other,1750,2150,1950,Rs/Quintal
Borsad,0.5,Tonnes,NR,Other,1850,1900,1900,Rs/Quintal
Chotila,2.8,Tonnes,NR,Local,1750,2250,2000,Rs/Quintal
Dahod,202.4,Tonnes,NR,147 Average,2150,2250,2200,Rs/Quintal
,,,NR,Lokwan,2150,2250,2200,Rs/Quintal
Deesa,10,Tonnes,NR,Other,1885,1885,1885,Rs/Quintal
Deesa(Bhildi),0.1,Tonnes,NR,Other,1910,1915,1915,Rs/Quintal
Dehgam,2.9,Tonnes,NR,Other,2025,2045,2035,Rs/Quintal
Dehgam(Rekhiyal),0.5,Tonnes,NR,Other,1950,2085,2017,Rs/Quintal
Derol,0.2,Tonnes,NR,Other,1630,1650,1640,Rs/Quintal
Dhanera,1.8,Tonnes,NR,Other,1855,2225,2040,Rs/Quintal
Dhansura,0.5,Tonnes,NR,Milbar,1900,2100,2000,Rs/Quintal
Dhoraji,0.5,Tonnes,NR,Lokwan,1795,2160,2105,Rs/Quintal
Dhrol,0.9,Tonnes,NR,Other,1850,2375,2115,Rs/Quintal
Godhra,0.4,Tonnes,NR,Medium,1980,2010,2000,Rs/Quintal
Godhra(Kakanpur),19.5,Tonnes,NR,Lokwan,1935,2005,1975,Rs/Quintal
Gogamba,0.1,Tonnes,NR,Other,1800,1900,1850,Rs/Quintal
Gondal,38.8,Tonnes,NR,Lokwan,2000,2200,2170,Rs/Quintal
,,,NR,Sechor No. 1,2020,2270,2200,Rs/Quintal
Halvad,3.3,Tonnes,NR,Other,1900,2100,2050,Rs/Quintal
Himatnagar,11.1,Tonnes,NR,Sonalika,1950,2150,2050,Rs/Quintal
Jam Jodhpur,2.3,Tonnes,NR,Lokwan,1650,2300,2000,Rs/Quintal
Jambusar,0.1,Tonnes,NR,Other,1700,2300,2000,Rs/Quintal
Jamnagar,12.8,Tonnes,NR,Other,1965,2105,2035,Rs/Quintal
Jasdan,4.5,Tonnes,NR,2189 No. 2,1850,2495,2325,Rs/Quintal
Junagadh,17.9,Tonnes,NR,Lokwan,1950,2215,2125,Rs/Quintal
,,,NR,Sharbati,2105,2295,2275,Rs/Quintal
Kadi,12,Tonnes,NR,Deshi,1900,2120,2025,Rs/Quintal
Kapadvanj,6.4,Tonnes,NR,Other,1850,2050,1950,Rs/Quintal
Khambhat(Grain Market),1,Tonnes,NR,Other,1990,2080,2040,Rs/Quintal
Khedbrahma,10,Tonnes,NR,Other,2000,2125,2062,Rs/Quintal
Mahuva(Station Road),41.6,Tonnes,NR,Kalyan,2010,2405,2250,Rs/Quintal
,,,NR,Lok-1,1995,2080,2040,Rs/Quintal
Mandvi,0.63,Tonnes,NR,Other,1775,1775,1775,Rs/Quintal
Mansa,0.66,Tonnes,NR,Medium,1985,2280,2125,Rs/Quintal
Meghraj,NR,Tonnes,NR,Other,1825,1975,1975,Rs/Quintal
Meghraj(Radlavada),NR,Tonnes,NR,Lokwan,1825,1975,1975,Rs/Quintal
Mehsana,3.7,Tonnes,NR,Local,1950,2155,2100,Rs/Quintal
Mehsana(Jornang),0.5,Tonnes,NR,Other,2120,2300,2200,Rs/Quintal
Modasa,1.8,Tonnes,NR,Lokwan Gujrat,1955,2050,2000,Rs/Quintal
Morbi,11.4,Tonnes,NR,Local,1995,2300,2147,Rs/Quintal
Palanpur,11,Tonnes,NR,Other,1950,2115,2032,Rs/Quintal
Patan,15.8,Tonnes,NR,Other,1980,2300,2150,Rs/Quintal
Porbandar,0.1,Tonnes,NR,Lokwan,NR,1750,1750,Rs/Quintal
Radhanpur,2.2,Tonnes,NR,Medium Fine,1920,2125,2050,Rs/Quintal
Rajkot,50.5,Tonnes,NR,Lokwan,1975,2175,2050,Rs/Quintal
,,,NR,Sharbati,2075,2425,2200,Rs/Quintal
Rajula,0.3,Tonnes,NR,PISSI,2505,2680,2593,Rs/Quintal
S.Mandvi,0.63,Tonnes,NR,Other,1775,1775,1775,Rs/Quintal
Sanad,9,Tonnes,NR,Sharbati,1850,2255,2053,Rs/Quintal
Savarkundla,2,Tonnes,NR,Lokwan,1750,2400,2075,Rs/Quintal
Siddhpur,5.22,Tonnes,NR,Hybrid,1955,2150,2052,Rs/Quintal
Talod,15.6,Tonnes,NR,Other,1975,2125,2050,Rs/Quintal
Thara,8.9,Tonnes,NR,Other,1960,2360,2160,Rs/Quintal
Thasara,10,Tonnes,NR,Lokwan,1800,1900,1850,Rs/Quintal
Thasara(Dokar),25,Tonnes,NR,Lokwan,1800,1900,1850,Rs/Quintal
Upleta,0.5,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Vadgam,0.1,Tonnes,NR,Lokwan Gujrat,1935,1935,1935,Rs/Quintal
Vadodara,62.91,Tonnes,NR,Lokwan,2500,2600,2600,Rs/Quintal
,,,NR,Other,2600,2700,2700,Rs/Quintal
,,,NR,Sonalika,2500,3200,3200,Rs/Quintal
Vijapur,10.3,Tonnes,NR,Other,1975,2125,2050,Rs/Quintal
Vijapur(Gojjariya),0.3,Tonnes,NR,Other,2175,2175,2175,Rs/Quintal
Vijapur(Kukarvada),3.3,Tonnes,NR,Other,1875,2235,2040,Rs/Quintal
Visavadar,7.6,Tonnes,NR,Lokwan Gujrat,2065,2205,2135,Rs/Quintal
Visnagar,19.5,Tonnes,NR,Other,1950,2290,2120,Rs/Quintal
Jharkhand,,,,,,,,
Gadhwah,51.6,Tonnes,NR,Other,1675,1735,1715,Rs/Quintal
Gumla,7,Tonnes,NR,Other,1700,1770,1735,Rs/Quintal
Lohardaga,NR,Tonnes,NR,Medium,1800,2000,1900,Rs/Quintal
,,,NR,Medium Fine,2800,3000,2900,Rs/Quintal
Pakur,0.7,Tonnes,NR,Deshi,1735,1950,1846,Rs/Quintal
,,,NR,White,2051,2253,2147,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,20,Tonnes,NR,Local,2400,3100,2750,Rs/Quintal
Basava Kalayana,1,Tonnes,NR,Medium,2200,2500,2400,Rs/Quintal
,,,NR,Mexican,1800,2000,1900,Rs/Quintal
Shimoga,1,Tonnes,NR,Super Fine,2900,3100,3000,Rs/Quintal
Madhya Pradesh,,,,,,,,
A lot,118.72,Tonnes,NR,Medium,1965,2016,1984,Rs/Quintal
Agar,15,Tonnes,NR,Other,1800,2000,1920,Rs/Quintal
Akodia,4.66,Tonnes,NR,Mill Quality,1850,2400,1900,Rs/Quintal
Alampur,30,Tonnes,NR,Other,2750,3115,2900,Rs/Quintal
Alirajpur,28.7,Tonnes,NR,147 Average,1650,1900,1700,Rs/Quintal
Amarwda,5,Tonnes,NR,Other,1780,1810,1795,Rs/Quintal
Aron,38.4,Tonnes,NR,Other,1865,2750,1930,Rs/Quintal
Ashoknagar,39.9,Tonnes,NR,Deshi,2175,2540,2265,Rs/Quintal
,,,NR,Lokwan,1918,1975,1940,Rs/Quintal
,,,NR,Sharbati,2651,2880,2720,Rs/Quintal
Ashta,126,Tonnes,NR,MP Lokwan,1891,2042,1970,Rs/Quintal
,,,NR,MP Sharbati,1937,2896,2100,Rs/Quintal
Badamalhera,2.3,Tonnes,NR,Other,1880,1880,1880,Rs/Quintal
Badnagar,26.8,Tonnes,NR,Lokwan,1948,2195,2040,Rs/Quintal
Badnawar,22.1,Tonnes,NR,Lokwan,1965,2225,2100,Rs/Quintal
Badod,0.1,Tonnes,NR,Other,1950,1950,1950,Rs/Quintal
Baikunthpur,25.71,Tonnes,NR,Dara Mill Quality,1880,1974,1940,Rs/Quintal
Banapura,33,Tonnes,NR,Mill Quality,1945,2141,1950,Rs/Quintal
Banda,2.5,Tonnes,NR,147 Average,1850,1850,1850,Rs/Quintal
Bankhedi,0.3,Tonnes,NR,Other,1890,1890,1890,Rs/Quintal
Bareli,2.4,Tonnes,NR,Lokwan MP No. 1,1800,1848,1824,Rs/Quintal
Begamganj,25.6,Tonnes,NR,Other,1850,2250,1975,Rs/Quintal
Beohari,68.38,Tonnes,NR,Other,1830,1901,1900,Rs/Quintal
Berasia,56.8,Tonnes,NR,Lokwan,1775,2050,1933,Rs/Quintal
,,,NR,Other,1775,2050,1933,Rs/Quintal
Betul,65.1,Tonnes,NR,Lokwan,1968,2060,1985,Rs/Quintal
Bhander,15.6,Tonnes,NR,WH-542,1875,1945,1920,Rs/Quintal
Bhopal,23.4,Tonnes,NR,Lokwan MP No. 1,1950,2091,2010,Rs/Quintal
Biaora,71.6,Tonnes,NR,Other,1975,2060,2030,Rs/Quintal
Bichhiya,14.1,Tonnes,NR,Medium,1735,1735,1735,Rs/Quintal
Bijawar,35.8,Tonnes,NR,Mill Quality,1850,1859,1855,Rs/Quintal
Bina,41.8,Tonnes,NR,Sharbati,1900,2800,2470,Rs/Quintal
Budhar,4.5,Tonnes,NR,Mill Quality,1800,1800,1800,Rs/Quintal
Burhanpur,0.6,Tonnes,NR,Lokwan,2025,2051,2051,Rs/Quintal
Chanderi,2.5,Tonnes,NR,Mill Quality,1940,1980,1950,Rs/Quintal
Chhapiheda,2.4,Tonnes,NR,147 Average,1950,1960,1955,Rs/Quintal
Chhindwara,125.5,Tonnes,NR,Other,1950,2200,2130,Rs/Quintal
Dabra,4,Tonnes,NR,Other,2046,2065,2065,Rs/Quintal
Daloda,14.2,Tonnes,NR,Mill Quality,1940,2200,2050,Rs/Quintal
Datia,11.8,Tonnes,NR,Other,1900,1991,1950,Rs/Quintal
Deori,39,Tonnes,NR,MP Lokwan,1710,1770,1740,Rs/Quintal
Dewas,91.4,Tonnes,NR,Lokwan,1968,2100,2000,Rs/Quintal
,,,NR,Other,2050,2311,2110,Rs/Quintal
Dhamnod,5,Tonnes,NR,Lok-1,2075,2080,2076,Rs/Quintal
Dhar,31.4,Tonnes,NR,Lokwan,1872,2254,1990,Rs/Quintal
Dindori,14.5,Tonnes,NR,Local,1750,1750,1750,Rs/Quintal
Gadarwada,20.5,Tonnes,NR,Lokwan,1890,1950,1920,Rs/Quintal
Gairatganj,0.5,Tonnes,NR,Dara Mill Quality,1930,2016,1930,Rs/Quintal
Ganjbasoda,73.4,Tonnes,NR,MP Sharbati,1850,2900,2570,Rs/Quintal
Gautampura,1.1,Tonnes,NR,147 Average,1950,1950,1950,Rs/Quintal
Gohad,5.3,Tonnes,NR,Other,1895,1920,1915,Rs/Quintal
Haatpipliya,4.86,Tonnes,NR,Lok -1 (Nilami Rate),1950,2158,2054,Rs/Quintal
Hanumana,61.5,Tonnes,NR,Other,1650,1800,1735,Rs/Quintal
Harda,37.1,Tonnes,NR,MP(Desi),1920,1959,1931,Rs/Quintal
Harsood,1.9,Tonnes,NR,Lokwan,1980,2031,1993,Rs/Quintal
Indore,47.4,Tonnes,NR,Lokwan,1930,2276,2130,Rs/Quintal
Itarsi,101.6,Tonnes,NR,Mill Quality,1841,2200,1925,Rs/Quintal
Jaora,235.9,Tonnes,NR,Lok -1 (Nilami Rate),2050,2530,2100,Rs/Quintal
Jatara,25.74,Tonnes,NR,Mill Quality,1800,1800,1800,Rs/Quintal
Javera,8.5,Tonnes,NR,Mill Quality,1800,1840,1830,Rs/Quintal
Jawar,7.5,Tonnes,NR,Other,1930,2302,1965,Rs/Quintal
Jhabua,25.2,Tonnes,NR,147 Average,1900,2000,1950,Rs/Quintal
Kailaras,4.6,Tonnes,NR,MP(Desi),1912,1922,1915,Rs/Quintal
Kalapipal,0.01,Tonnes,NR,Lokwan,1650,1850,1750,Rs/Quintal
,,,NR,Mill Quality,1650,1750,1735,Rs/Quintal
,,,NR,MP Sharbati,1850,2100,1990,Rs/Quintal
Kareli,4,Tonnes,NR,Medium,1760,1898,1800,Rs/Quintal
Kasrawad,36.9,Tonnes,NR,Local,2050,2080,2060,Rs/Quintal
Katni,159.3,Tonnes,NR,Local,1945,1979,1962,Rs/Quintal
,,,NR,Lokwan,1980,2150,1990,Rs/Quintal
Keolari,18,Tonnes,NR,Local,1870,1870,1870,Rs/Quintal
Khachrod,0.7,Tonnes,NR,Lokwan,1957,2033,2033,Rs/Quintal
Khandwa,70.7,Tonnes,NR,Lok-1,1756,2242,2030,Rs/Quintal
Khargone,30,Tonnes,NR,Other,2039,2152,2088,Rs/Quintal
Khategaon,40.1,Tonnes,NR,Other,1900,2059,1933,Rs/Quintal
Khilchipur,10.9,Tonnes,NR,147 Average,1950,2000,1970,Rs/Quintal
Khirakiya,17.9,Tonnes,NR,147 Average,1900,1963,1959,Rs/Quintal
Khujner,2.3,Tonnes,NR,Deshi,1910,1935,1922,Rs/Quintal
Khurai,6.7,Tonnes,NR,MP Sharbati,1805,2830,2200,Rs/Quintal
Kotma,0.44,Tonnes,NR,Other,2100,2100,2100,Rs/Quintal
Kumbhraj,3.5,Tonnes,NR,Medium,1920,2180,1975,Rs/Quintal
Kurawar,34.3,Tonnes,NR,Lok -1 (Nilami Rate),1600,2200,1900,Rs/Quintal
Lahar,10.8,Tonnes,NR,Other,1876,1901,1885,Rs/Quintal
Lateri,4.2,Tonnes,NR,Deshi,1900,2000,1970,Rs/Quintal
Mahidpur,0.5,Tonnes,NR,Other,1500,1900,1677,Rs/Quintal
Maksudangarh,27.5,Tonnes,NR,Other,1816,2023,1950,Rs/Quintal
Manasa,140,Tonnes,NR,Other,1950,2181,2065,Rs/Quintal
Manawar,79.3,Tonnes,NR,Lokwan,2000,2050,2025,Rs/Quintal
Mandla,12.6,Tonnes,NR,Other,1850,1920,1900,Rs/Quintal
Mandsaur,80,Tonnes,NR,147 Average,1901,2239,1950,Rs/Quintal
Mehar,24.64,Tonnes,NR,MP(Desi),1840,1860,1850,Rs/Quintal
Mehgaon,2.5,Tonnes,NR,Other,1820,1830,1825,Rs/Quintal
Morena,8.2,Tonnes,NR,Lokwan,1910,1937,1934,Rs/Quintal
Nagda,10.3,Tonnes,NR,Other,1940,2100,2036,Rs/Quintal
Narsinghgarh,57.5,Tonnes,NR,147 Average,1925,2200,2040,Rs/Quintal
Narsinghpur,14.5,Tonnes,NR,Other,1835,1855,1845,Rs/Quintal
Nasrullaganj,91.8,Tonnes,NR,Other,1918,2099,1980,Rs/Quintal
Naugaon,1451,Tonnes,NR,Dara,1600,1750,1735,Rs/Quintal
Obedullaganj,51.5,Tonnes,NR,Lokwan,1826,2079,1924,Rs/Quintal
Paatan,23.8,Tonnes,NR,Lokwan,1855,2195,1875,Rs/Quintal
Pachaur,33.76,Tonnes,NR,147 Average,1930,2121,1960,Rs/Quintal
Panna,22.2,Tonnes,NR,Other,1821,1831,1829,Rs/Quintal
Patharia,19,Tonnes,NR,Lokwan MP No. 1,1800,1920,1860,Rs/Quintal
Petlawad,15.8,Tonnes,NR,147 Average,1930,1950,1942,Rs/Quintal
Pichhour,650,Tonnes,NR,Other,1875,1900,1887,Rs/Quintal
Piplya,4.1,Tonnes,NR,Lok -1 (Nilami Rate),1971,2091,2000,Rs/Quintal
Rahatgarh,1.9,Tonnes,NR,Other,1800,1825,1810,Rs/Quintal
Rajgarh,14.2,Tonnes,NR,147 Average,1910,2161,2000,Rs/Quintal
Rajnagar,24,Tonnes,NR,Dara Mill Quality,1780,1800,1800,Rs/Quintal
Ramnagar,24,Tonnes,NR,1482,1840,1850,1845,Rs/Quintal
Ratlam,49.7,Tonnes,NR,Lok-1,1978,2255,2152,Rs/Quintal
Rehati,0.8,Tonnes,NR,Other,1881,1913,1913,Rs/Quintal
Rehli,60,Tonnes,NR,Other,1700,1875,1800,Rs/Quintal
Rewa,66.4,Tonnes,NR,Other,1800,2044,2008,Rs/Quintal
Sagar,81.4,Tonnes,NR,Other,1950,2250,2100,Rs/Quintal
Sailana,0.5,Tonnes,NR,Other,2000,2272,2150,Rs/Quintal
Sanawad,15.5,Tonnes,NR,Lokwan,1980,2038,2005,Rs/Quintal
Sanwer,0.4,Tonnes,NR,Other,2001,2001,2001,Rs/Quintal
Sarangpur,1.3,Tonnes,NR,Other,1691,1912,1900,Rs/Quintal
Satna,123.9,Tonnes,NR,Other,1750,2100,1950,Rs/Quintal
Semriharchand,9,Tonnes,NR,Lok -1 (Nilami Rate),1771,1801,1800,Rs/Quintal
Sevda,9.2,Tonnes,NR,Mill Quality,1840,1935,1890,Rs/Quintal
Shahdol,4.4,Tonnes,NR,Other,1802,1803,1803,Rs/Quintal
Shahpura,25.74,Tonnes,NR,Local,1700,1800,1750,Rs/Quintal
Shahpura(Jabalpur),0.3,Tonnes,NR,Other,1830,1845,1830,Rs/Quintal
Shajapur,1.2,Tonnes,NR,Other,2010,2016,2015,Rs/Quintal
Shamshabad,16.2,Tonnes,NR,Lok -1 (Nilami Rate),1870,1930,1895,Rs/Quintal
Sheopurbadod,0.3,Tonnes,NR,Other,1898,1898,1898,Rs/Quintal
Shyampur,0.3,Tonnes,NR,MP Lokwan,1921,1921,1921,Rs/Quintal
Sidhi,10,Tonnes,NR,Deshi,1789,1791,1790,Rs/Quintal
Silvani,60,Tonnes,NR,147 Average,1860,1900,1870,Rs/Quintal
Simariya,2.09,Tonnes,NR,White,1830,1840,1830,Rs/Quintal
Singroli,20,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Siroli,8.4,Tonnes,NR,Mill Quality,1918,1943,1930,Rs/Quintal
Sironj,19.7,Tonnes,NR,Other,1850,2745,2297,Rs/Quintal
Sitmau,2.5,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Sonkatch,24.7,Tonnes,NR,Other,1850,2100,2010,Rs/Quintal
Suthalia,0.15,Tonnes,NR,Lokwan,1919,1945,1930,Rs/Quintal
Taal,0.92,Tonnes,NR,Medium,2099,2099,2099,Rs/Quintal
Tarana,1,Tonnes,NR,147 Average,1902,1902,1902,Rs/Quintal
Tikamgarh,75.5,Tonnes,NR,Other,1935,2020,1975,Rs/Quintal
Timarni,13.9,Tonnes,NR,Mill Quality,1930,1944,1935,Rs/Quintal
Udaipura,1.4,Tonnes,NR,Lokwan,1800,1950,1900,Rs/Quintal
Umariya,81,Tonnes,NR,Other,1800,1802,1801,Rs/Quintal
Vidisha,156,Tonnes,NR,Lokwan,1800,2150,2050,Rs/Quintal
,,,NR,Sharbati,2400,3000,2760,Rs/Quintal
Maharashtra,,,,,,,,
Ahmedpur,NR,Tonnes,NR,Other,1850,1850,1850,Rs/Quintal
Akola,1,Tonnes,NR,Other,1700,1900,1800,Rs/Quintal
,,,NR,Sharbati,2350,2700,2500,Rs/Quintal
Amalner,2,Tonnes,NR,Other,1751,2371,2371,Rs/Quintal
Amarawati,NR,Tonnes,NR,147 Average,2600,3000,2800,Rs/Quintal
,,,NR,Other,1950,2250,2050,Rs/Quintal
Ambad (Vadigodri),2,Tonnes,NR,Other,2101,2711,2500,Rs/Quintal
Anajngaon,3,Tonnes,NR,Other,1600,2200,1900,Rs/Quintal
Aurad Shahajani,NR,Tonnes,NR,Maharashtra 2189,1850,1865,1857,Rs/Quintal
Aurangabad,NR,Tonnes,NR,Other,2050,2050,2050,Rs/Quintal
Beed,NR,Tonnes,NR,Other,2700,2700,2700,Rs/Quintal
Bhandara,1,Tonnes,NR,Maharashtra 2189,2000,2200,2100,Rs/Quintal
Bhokardan(Pimpalgaon Renu),2,Tonnes,NR,Other,1850,2010,1910,Rs/Quintal
Chalisgaon,2,Tonnes,NR,Maharashtra 2189,1500,2400,1950,Rs/Quintal
Chikali,4,Tonnes,NR,Other,1700,2150,1925,Rs/Quintal
Deoulgaon Raja,NR,Tonnes,NR,Other,1851,1851,1851,Rs/Quintal
Dhamngaon-Railway,5,Tonnes,NR,Other,2050,2300,2150,Rs/Quintal
Digras,NR,Tonnes,NR,Other,1835,1835,1835,Rs/Quintal
Dondaicha,7,Tonnes,NR,Other,1850,2251,2201,Rs/Quintal
Gangakhed,2,Tonnes,NR,Bansi,1800,1900,1870,Rs/Quintal
Gangapur,2,Tonnes,NR,Other,2115,2211,2180,Rs/Quintal
Gevrai,2,Tonnes,NR,Other,1950,2450,2200,Rs/Quintal
Hinganghat,1,Tonnes,NR,Other,1923,2053,1950,Rs/Quintal
Jalana,9,Tonnes,NR,Other,1800,2475,2125,Rs/Quintal
Jintur,NR,Tonnes,NR,Other,2475,2475,2475,Rs/Quintal
Jintur(Bori),NR,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Kaij,NR,Tonnes,NR,Other,1900,1966,1960,Rs/Quintal
Kalamb(Osmanabad),NR,Tonnes,NR,Maharashtra 2189,2211,2211,2211,Rs/Quintal
Kalvan,2,Tonnes,NR,Other,1800,2407,2200,Rs/Quintal
Kannad,2,Tonnes,NR,Other,2250,2350,2300,Rs/Quintal
Karanja,3,Tonnes,NR,Other,1855,2195,1905,Rs/Quintal
Katol,NR,Tonnes,NR,Other,2200,2200,2200,Rs/Quintal
Khamgaon,6,Tonnes,NR,Other,1964,2250,2107,Rs/Quintal
Kille Dharur,NR,Tonnes,NR,Other,2500,2500,2500,Rs/Quintal
Kopargaon,7,Tonnes,NR,Other,2000,2380,2211,Rs/Quintal
Lasalgaon,5,Tonnes,NR,Maharashtra 2189,1951,2581,2300,Rs/Quintal
Lasalgaon(Niphad),3,Tonnes,NR,Maharashtra 2189,2051,2226,2100,Rs/Quintal
Latur,26,Tonnes,NR,Maharashtra 2189,1950,2270,2100,Rs/Quintal
Lonar,3,Tonnes,NR,Other,1890,1930,1910,Rs/Quintal
Majalgaon,2,Tonnes,NR,Other,1850,2500,2226,Rs/Quintal
Malegaon,1,Tonnes,NR,Other,2011,2477,2300,Rs/Quintal
Malkapur,2,Tonnes,NR,Other,1900,2266,2015,Rs/Quintal
Mantha,NR,Tonnes,NR,Other,2475,2475,2475,Rs/Quintal
Mehekar,3,Tonnes,NR,Other,1825,2150,2000,Rs/Quintal
Mumbai,565,Tonnes,NR,Other,2300,4000,3150,Rs/Quintal
Nagpur,8,Tonnes,NR,Other,1950,2042,2019,Rs/Quintal
,,,NR,Sharbati,2600,2900,2825,Rs/Quintal
Nandgaon,1,Tonnes,NR,Maharashtra 2189,2110,2450,2450,Rs/Quintal
Nandurbar,1,Tonnes,NR,Maharashtra 2189,2050,2401,2225,Rs/Quintal
,,,NR,Other,1922,2350,2125,Rs/Quintal
Pachora,3,Tonnes,NR,Other,1860,2295,2000,Rs/Quintal
Paithan,2,Tonnes,NR,Bansi,1980,2521,2110,Rs/Quintal
Pune,2,Tonnes,NR,Sharbati,3800,4200,4025,Rs/Quintal
Rahuri,NR,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Rahuri(Vambori),4,Tonnes,NR,Other,1800,2352,2076,Rs/Quintal
Raver,2,Tonnes,NR,Other,1940,2180,2121,Rs/Quintal
Satana,1,Tonnes,NR,Other,1800,2700,2361,Rs/Quintal
Savner,2,Tonnes,NR,Other,1888,1888,1888,Rs/Quintal
Shahada,3,Tonnes,NR,Other,1800,2405,2200,Rs/Quintal
Shevgaon,2,Tonnes,NR,Maharashtra 2189,1900,2200,1900,Rs/Quintal
Shrirampur,3,Tonnes,NR,Other,2021,2300,2175,Rs/Quintal
Shrirampur(Belapur),2,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Solapur,78,Tonnes,NR,Sharbati,2400,2895,2455,Rs/Quintal
Taloda,NR,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Telhara,4,Tonnes,NR,Other,1800,1900,1850,Rs/Quintal
Ulhasnagar,20,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Vaijpur,3,Tonnes,NR,Other,1940,2500,2250,Rs/Quintal
Vasai,28,Tonnes,NR,Other,1895,2450,2230,Rs/Quintal
Wardha,2,Tonnes,NR,Other,1850,2030,1900,Rs/Quintal
Washim,6,Tonnes,NR,Maharashtra 2189,1850,2250,2100,Rs/Quintal
NCT of Delhi,,,,,,,,
Narela,5.2,Tonnes,NR,Mexican,2026,2202,2040,Rs/Quintal
Odisha,,,,,,,,
Bonai,0.5,Tonnes,NR,Other,1735,3000,3000,Rs/Quintal
Rajasthan,,,,,,,,
Alwar,8.2,Tonnes,NR,Other,1950,1965,1960,Rs/Quintal
Anoopgarh,4,Tonnes,NR,Dara,2014,2014,2014,Rs/Quintal
Atru(Kawai Salpura),4.6,Tonnes,NR,Other,1930,2018,1974,Rs/Quintal
Badrisadri,58,Tonnes,NR,Other,1852,2186,2017,Rs/Quintal
Bagru,0.4,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Baran,79.2,Tonnes,NR,Other,1870,2053,1959,Rs/Quintal
Bayana,5.4,Tonnes,NR,Other,1930,1960,1940,Rs/Quintal
Bharatpur,3.8,Tonnes,NR,Other,1927,2001,1964,Rs/Quintal
Bhawani Mandi,5,Tonnes,NR,Other,1900,1929,1914,Rs/Quintal
Bijay Nagar,10.1,Tonnes,NR,Other,1927,1987,1950,Rs/Quintal
Bundi,55,Tonnes,NR,Other,1861,2051,1956,Rs/Quintal
Chaksu,6.2,Tonnes,NR,Other,1900,2051,1950,Rs/Quintal
Chhabra,3,Tonnes,NR,Other,1933,2010,1972,Rs/Quintal
Chomu,0.8,Tonnes,NR,Other,1925,1925,1925,Rs/Quintal
Dausa,6.5,Tonnes,NR,Other,1955,2043,1989,Rs/Quintal
Deeg,0.2,Tonnes,NR,Other,1950,1950,1950,Rs/Quintal
Deoli,1,Tonnes,NR,Other,1910,1940,1925,Rs/Quintal
Dholpur,11,Tonnes,NR,Other,1870,1930,1900,Rs/Quintal
Fatehnagar,10.4,Tonnes,NR,Local,2000,2092,2073,Rs/Quintal
Gajsinghpur,0.2,Tonnes,NR,Other,1961,1961,1961,Rs/Quintal
Gangapur City,29.7,Tonnes,NR,Other,1920,1990,1955,Rs/Quintal
Gangapurcity(Old Lal mandi),5.7,Tonnes,NR,Other,1905,1958,1927,Rs/Quintal
